date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2023-11-14,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89630,2023,11,14,2023-11-14
2023-11-14,32.3136127735,35.0349283566,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,89629,2023,11,14,2023-11-14
2023-11-14,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89628,2023,11,14,2023-11-14
2023-11-14,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,89627,2023,11,14,2023-11-14
2023-11-14,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,89631,2023,11,14,2023-11-14
2023-11-15,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,86117,2023,11,15,2023-11-15
2023-11-15,31.55012685,34.5033133774,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Physiotherapist,False,69202,2023,11,15,2023-11-15
2023-11-15,31.5240854092,34.443495558,Health Care,"HospitalStaff: 1 injured, 1 arrested",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,1,HospitalStaff,False,44064,2023,11,15,2023-11-15
2023-11-15,31.5240854092,34.443495558,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42034,2023,11,15,2023-11-15
2023-11-15,31.5240854092,34.443495558,Health Care,Technician: 2 arrested; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Technician,False,41934,2023,11,15,2023-11-15
2023-11-15,31.53523355,34.5092419708,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,42077,2023,11,15,2023-11-15
2023-11-15,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged; forceful entry,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,44066,2023,11,15,2023-11-15
2023-11-15,31.5068080797,34.4394027962,Health Care,1 facility(ies) damaged; HospitalStaff: 7 injured,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,7,0,0,HospitalStaff,False,42191,2023,11,15,2023-11-15
2023-11-16,31.5038940682,34.4614505791,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,ProgrammeStaff,True,42005,2023,11,16,2023-11-16
2023-11-16,31.5282137,34.4831674,Health Care,Paramedic: 1 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,1,0,0,Paramedic,False,42078,2023,11,16,2023-11-16
2023-11-16,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,HospitalStaff,False,42035,2023,11,16,2023-11-16
2023-11-16,31.5211908201,34.4435118489,Health Care,Nurse: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Nurse,False,53630,2023,11,16,2023-11-16
2023-11-16,31.5240854092,34.443495558,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,42192,2023,11,16,2023-11-16
2023-11-16,32.4620862094,35.2915349538,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42182,2023,11,16,2023-11-16
2023-11-16,32.468330249,35.2869923852,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42165,2023,11,16,2023-11-16
2023-11-16,31.5229422173,34.4454435327,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,Other Weapon,1,0,0,0,0,0,,False,86119,2023,11,16,2023-11-16
2023-11-16,31.7629636205,34.9384953773,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,73228,2023,11,16,2023-11-16
2023-11-16,31.513539,34.4817410934,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Student(Tertiary),False,69004,2023,11,16,2023-11-16
2023-11-16,31.5290924248,34.4840203437,Health Care,Nurse: 2 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,2,0,0,0,Nurse,False,72601,2023,11,16,2023-11-16
2023-11-16,31.5071418726,34.4519233704,Health Care,"Doctor, Pharmacist: 2 killed",Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,2,0,0,0,"Doctor, Pharmacist",False,69796,2023,11,16,2023-11-16
2023-11-16,31.3478325696,34.2932331562,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,86465,2023,11,16,2023-11-16
2023-11-16,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,74383,2023,11,16,2023-11-16
2023-11-16,31.5234497962,34.4443002741,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,Other Weapon,1,0,0,0,0,0,,False,86118,2023,11,16,2023-11-16
2023-11-16,31.5240854092,34.443495558,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,42079,2023,11,16,2023-11-16
2023-11-17,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,42136,2023,11,17,2023-11-17
2023-11-17,31.507151,34.4519234,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Student(Tertiary),False,74680,2023,11,17,2023-11-17
2023-11-17,32.468330249,35.2869923852,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,89633,2023,11,17,2023-11-17
2023-11-17,31.5240854092,34.443495558,Health Care,HeadOfProgramme: 1 arrested; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,HeadOfProgramme,False,86120,2023,11,17,2023-11-17
2023-11-17,32.468330249,35.2869923852,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,89632,2023,11,17,2023-11-17
2023-11-17,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,42144,2023,11,17,2023-11-17
2023-11-17,31.4183455,34.3502476,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68312,2023,11,17,2023-11-17
2023-11-17,31.5559518,35.1000924,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,42007,2023,11,17,2023-11-17
2023-11-17,32.468330249,35.2869923852,Health Care,Paramedic: 2 arrested; forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,False,42006,2023,11,17,2023-11-17
2023-11-17,31.5240854092,34.443495558,Health Care,facility occupation,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42135,2023,11,17,2023-11-17
2023-11-17,31.5384016638,34.5013082588,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42081,2023,11,17,2023-11-17
2023-11-17,31.5351927833,34.5093655515,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,42134,2023,11,17,2023-11-17
2023-11-17,31.473346251,34.40480577,Health Care,1 facility(ies) damaged; HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,1,0,0,0,HeadOfProgramme,False,42083,2023,11,17,2023-11-17
2023-11-17,32.4620862094,35.2915349538,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,42084,2023,11,17,2023-11-17
2023-11-18,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,42295,2023,11,18,2023-11-18
2023-11-18,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42369,2023,11,18,2023-11-18
2023-11-18,31.5195079847,34.4492106114,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42129,2023,11,18,2023-11-18
2023-11-18,31.4657876685,34.3983664336,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,42131,2023,11,18,2023-11-18
2023-11-18,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42368,2023,11,18,2023-11-18
2023-11-18,31.4432234,34.360007,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,42152,2023,11,18,2023-11-18
2023-11-18,31.4384767815,34.4034718931,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,42153,2023,11,18,2023-11-18
2023-11-18,31.5128679,34.4581358,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42367,2023,11,18,2023-11-18
2023-11-18,31.4432234,34.360007,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,HeadOfProgramme,False,42167,2023,11,18,2023-11-18
2023-11-18,31.465278,34.426667,Health Care,"NoInformation, Nurse: 3 arrested",Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,3,"NoInformation, Nurse",False,42479,2023,11,18,2023-11-18
2023-11-18,31.5068080797,34.4394027962,Health Care,HospitalStaff: 7 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,7,0,0,HospitalStaff,False,42241,2023,11,18,2023-11-18
2023-11-18,31.3478325696,34.2932331562,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,86466,2023,11,18,2023-11-18
2023-11-18,31.3035067571,34.3178123355,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,,False,85308,2023,11,18,2023-11-18
2023-11-18,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,86390,2023,11,18,2023-11-18
2023-11-18,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,85309,2023,11,18,2023-11-18
2023-11-18,31.5240854092,34.443495558,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,42154,2023,11,18,2023-11-18
2023-11-19,32.2205316,35.2569374,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,89634,2023,11,19,2023-11-19
2023-11-19,31.4432234,34.360007,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Nurse,False,74521,2023,11,19,2023-11-19
2023-11-19,31.4879035,34.4445419,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,84767,2023,11,19,2023-11-19
2023-11-19,31.4798611287,34.4423961924,Health Care,Technician: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Technician,False,85257,2023,11,19,2023-11-19
2023-11-19,31.5209713216,34.4605948058,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Pharmacist,False,84705,2023,11,19,2023-11-19
2023-11-19,31.3443293,34.3095897,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Administrator,False,68543,2023,11,19,2023-11-19
2023-11-19,31.5323480241,34.4616007643,Health Care,forceful entry; facility occupation,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,85250,2023,11,19,2023-11-19
2023-11-19,32.2053935884,35.2865839068,Health Care,ProgrammeStaff: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,False,89935,2023,11,19,2023-11-19
2023-11-19,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,89931,2023,11,19,2023-11-19
2023-11-19,31.5384016638,34.5013082588,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,42673,2023,11,19,2023-11-19
2023-11-19,32.4616576,35.2934441,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,42674,2023,11,19,2023-11-19
2023-11-19,31.4203604,34.3721461689,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,42162,2023,11,19,2023-11-19
2023-11-19,31.6938308821,35.1844668501,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,89939,2023,11,19,2023-11-19
2023-11-20,31.5384016638,34.5013082588,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,0,0,0,0,0,0,,True,42669,2023,11,20,2023-11-20
2023-11-20,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,42046,2023,11,20,2023-11-20
2023-11-20,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,HospitalStaff,True,42044,2023,11,20,2023-11-20
2023-11-20,31.5351927833,34.5093655515,Health Care,1 facility(ies) damaged; Surgeon: 1 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,1,0,0,Surgeon,False,42656,2023,11,20,2023-11-20
2023-11-20,31.5338797038,34.506565336,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Artillery,0,1,0,0,0,0,,False,42296,2023,11,20,2023-11-20
2023-11-20,31.5166666667,34.45,Health Care,Paramedic: 2 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Paramedic,False,42049,2023,11,20,2023-11-20
2023-11-20,31.5128679,34.4581358,Health Care,HeadOfProgramme: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,HeadOfProgramme,False,72239,2023,11,20,2023-11-20
2023-11-20,31.5128679,34.4581358,Health Care,1 facility(ies) damaged; 6 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,1,0,0,0,0,ProgrammeStaff,False,42042,2023,11,20,2023-11-20
2023-11-20,31.4432234,34.360007,Health Care,Nurse: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Nurse,False,85049,2023,11,20,2023-11-20
2023-11-20,31.2966677559,34.2434781533,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,85285,2023,11,20,2023-11-20
2023-11-20,31.5353611044,34.5105403751,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,42050,2023,11,20,2023-11-20
2023-11-20,31.4432234,34.360007,Health Care,OtherHealthProfessional: 1 killed,Israeli Defence Forces,Host Government: Military,Shelling,0,0,1,0,0,0,OtherHealthProfessional,False,61229,2023,11,20,2023-11-20
2023-11-20,31.5351927833,34.5093655515,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,42332,2023,11,20,2023-11-20
2023-11-20,31.2752047,34.2558269,Health Care,Nurse: 2 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,2,0,0,0,Nurse,False,74911,2023,11,20,2023-11-20
2023-11-21,31.5128679,34.4581358,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Pharmacist,False,69245,2023,11,21,2023-11-21
2023-11-21,31.2830204,34.2805069396,Health Care,Pharmacist: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Pharmacist,False,75604,2023,11,21,2023-11-21
2023-11-21,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,89943,2023,11,21,2023-11-21
2023-11-21,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42364,2023,11,21,2023-11-21
2023-11-21,31.4913342824,34.4438532341,Health Care,Administrator: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Administrator,False,42193,2023,11,21,2023-11-21
2023-11-21,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42365,2023,11,21,2023-11-21
2023-11-21,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,85119,2023,11,21,2023-11-21
2023-11-21,31.5351927833,34.5093655515,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,42146,2023,11,21,2023-11-21
2023-11-21,31.4432234,34.360007,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,42362,2023,11,21,2023-11-21
2023-11-21,31.4432234,34.360007,Health Care,Dentist: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Dentist,False,42366,2023,11,21,2023-11-21
2023-11-21,31.4482157917,34.393408289,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,42048,2023,11,21,2023-11-21
